,review_comments,star_rating
306,"I love the game and I understand that you need to cover your expenses, but the ads are a pain in the neck.  I would gladly pay a couple of bucks for a version that does not have ads. That is the only reason that I did not rate the game a full 5 stars.  ')",4
309,"Good game, very addictive. However the controls stick sometimes. And it won't jump when you've pressed it to, and end up being knocked off. Also too many adds, some of them being 30 secs, this is highly annoying, especially when there is an option to watch a video for a second chance, anf you still end up watching one even though you've pressed skip.  "")",4
311,"Simple, and there is something to be said for that.  A few menu navigation issues, but other then that it wasnt too bad.  EDIT: Forgot to say that there are too many ads.  Thats the biggest issue.  It seems like i get an ad after every other game at a minimum. And sometimes a game only last 10 seconds  ')",4
313,"I have been playing roblox since 2008 and the way it has developed is amazing I love this game so much keep it up but I just have one issue tix.   please bring tix back we miss it so much we know its hard but tix was way better than robux  let's be honest here if we could have tix back for one day I would be so happy why did you have to talk away tix? Tix was what made roblox,roblox. Please we are begging you!  "")",5
315,"I love the game its my time killer. Candy crush has nothing on it. And you never kno whats coming next either. Save your green gems till you have alot or it gets a lil upsetting trying to collect them. Have fun and injoy you'll love it. Specially if your a fan of the tv series  "")",5
317,"Great app! It\'s addicting too, so beware! The only thing I don\'t like is to use the pencil, I have to tap the box, then the number, over and over again. I would love to have an option to ""lock"" the pencil so I can hit multiple boxes at once. Overall I recommend this app for anyone who likes numbers and puzzles!  ')",5
318,"This game needs a pause function. When I have a score going over 11,000 it would be nice to be able to pause it when I remove my finger from the screen. & if you wanna do 30 second adds, please have them pop up after at least 3 games. Thanks!  ')",4
319,"Its okay... Great time pass game, a bit stressing... Overall I would like to rate it 8 out of 10... Thank you  ')",4
321,"I LOVE this game, it's fun and well put together, it's beautifully laid out and the pictures are stunning. Perfect to pick up and play whenever. Plus no crazy levels so you can just play forever, which is exactly what I've been looking for! Bonus system is really fair too. Literally the only request I have is to expand the dictionary, though that sounds like it might be in the works. Otherwise like I said, great game and thank you for it!!  "")",5
322,"The game is fun, and has a lot of longevity to it. There are around 50+ seasons right now so you have several months of content already, and they add more often. The only downside is the lack of real gameplay, most of the game will be spent not actually playing, as there's not much to do. Still fun, I think. And they have events every week, which keep it interesting. Also the legendary cards are garbage, why are the regular cards better than them in every way? I don't get it.  "")",5
323,"Overall play has improved a lot however the solo challenges take too long to post without paying coins to do so. Don't feel random letter selection for tiles is random enough.  "")",4
324,"I don't know why people are talking about too many ads, I played through all of the levels and barely got any. Too many would be after every single game, or even every single death. Most people do that in their games, but this one doesn't. There needs to be more games like this! It's really simple and fun!  "")",5
328,"Kind Of Likke Family Fued! U Can Play Aqainst Facebook Friends Or Randon Players & Go On A Streakk! Messaqeinq & Help Buttons, Earn Extra Tiime & Fill iN Answers For 30 COINS ÄÅ¸Â¤â Poll If The Questiion iS Fun Or Nott & Suqqest New Answers! Adds Afzer Rounds Butt Most U Can Skip After A Few Sec. Lovee It!  ')",5
330,"The whole game is very amazing. Listening to the soundtracks can make you get motivated on playing the certain level until you pass it. The game can sometimes make you rage a little, and the colors can be little bit to neon and flashy for you. The whole point that I think about this game is that it tries to make it very challenging. The colors are beautiful in my opinion. The ads can me sometimes annoying, but you can turn on the airplane more so that they won't annoy you too much. Keep up the great work, RobTobGames!   CÃÂ¸okie  "")",4
331,My problem is time lag when i play piano quickly  '),4
333,"Smooth graphics and fun mini clip games as incentive. I see a lot of negative comments about the price of the perks of spending real money on 8ball pool. In my opinion :price of extra incentive products to purchase  is fairly priced, as in,^^ u get what you pay for^^. Look at all the extraordinary perks and advantages to purchase the package deals. Well done  all 5 stars I attribute and btw:_  I love this game.                                                          Rebecca Lopez  ')",5
334,"It is shuting down again and again, in starting that  heppen after 2-3 min then under 1 min and now I open and it shut down in few seconds. For my Moto x play runing 7.1.1  Love concept and game environment.  Control is fine.  Graphic are good.  ')",5
337,This game is so much fun.It is so addicting.The only problem is a little bit of adds.I would recommend this game.DOWNLOAD IT IT IS GREAT  '),5
338,"As good a mobile game as you can get. I've played it for 2 days straight. I'm nervous it will grow stale once I complete all the stretch goals (I have about 4 remaining). I'll be honest I really enjoy the feeling of catching a rare fish. I paid $1.50 for a bundle of leaf tickets + 1 honey and 2 nets just to support Nintendo. There will be many casual gamers out there who will love this game and should really give it a chance!  "")",5
339,"I think it's really interesting bcs you get to do challenging thing  "")",5
343,"Please add mouse support!!!!!!!  There are a lot of people playing on TV boxes and other non touch android devices. I don't know how hard it is, but I heard it is as simple as ticking few boxes. But it is mostly overlooked.   Edit for answering, since I don't know how to answer otherwise.  I tested using a mouse with OTG cable on my phone. Scrolling works, but mouse buttons don't do anything. I can't even get past starting menu. I click on things, but nothing happens. I don't know anything about creating apps, but there are some apps where mouse is fully functional. I remember reading somewhere in the comments that mouse implementation is not a problem, but it simply gets overlooked. But I wouldn't know if that is true or not.  "")",5
344,"Great game. Nice mix of action and turn based play. The fact that you can search for specific shards, gear, crafting parts is a touch of genius - no grind. Separate energy for two areas means longer play. Only downside is the rating for this is not high enough! Also, background music changes according to location, very nice detail. Massive amount of characters and variations of them. Great game guys. Really looking forward to updates.  ')",5
346,I love this game it is a great time killer and is super fun you shoild really download this app  '),5
347,"I just downloaded like a hour ago. for once I did not mind being asked to come so soon and give a rating. This is hands down the best of these type slots I've played yet! Gorgeous graphics, the sound effects are nice & don jangle the nerves, and the games have a few unique features. Give this one a try for sure! Ok, let me go play some more..... Sooo, second, review: its still one of the most unique slots...beautiful graphics!  "")",5
349,Great game. Too bad the game makers only think about gaining money every week they have the battlefield verus battlefield event. Started our every other weekend and was ok with that. Now you get 3 days to regain your power just so a older battlefield can come and destroy your whole Corps.  This weekend alone we have lost 8 members tired of gicing them money due to this. I am about to do the same thing. Battlefield 37 A4P  '),5
350,"Like all bitmango games it goes ad free for a small cost, so do not understand the complaints about ads. Bit easy so far but I know it will get harder. Cross between word cookies and wordscapes.  ')",5
352,"Grrrrrrrreat for ppl who use their brain for the right reason. Theres To many idiots around nowadys it's like being stuck in that movie idiocracy I swear.  "")",5
354,"that's my fav game ever. amazing story lines, great grapphics!! addictive much... I love it that it has its own soundtracks and unforgettable features. thank you so much! but there is a problem with diamonds. you get too a little, you spend too much. would you maybe consider an opportunity of getting diamonds by watching ads? that would be highly appreciated  "")",5
355,"I've tried a couple of online pool games before but not as good as this one. I love playing this game because of it's  simplicity, great graphics, educational in terms of technical adaptability and very addictive. I changed my tablet unit last week and started back to level 1. But I  still enjoy playing it . Highly recommended .  "")",5
356,"I  love this game. It's graphically beautiful and a lot of fun when you add friends who, if you get good ones, are sometimes a lifeline. It's also highly addictive. Beware though, it's likely that you will spend money. I spent quite a bit in the beginning but it has tapered off to an occasional purchase as I've climbed in levels and have just plain gotten better at it.  "")",5
358,"I never rated a game app, but this one deserves it! I love to play it, it's so much fun! I hope they add to it later with some trick shots or something, but its great as it is. Good job!!! Would also be nice if there were a way to earn tokens other than paying and waiting. Best golf game&lt;/b I just hope to get another way to log in and add your own photo because I don't do the Facebook thing so I miss out on adding friends that I meet. Love the game though!  "")",5
359,It should be a online game  '),4
360,"Please help. This is one of my favorite releases from ketchap! But please help with the bugs. Like the sound. When I listen to my music, the volume goes up and down weirdly. And just an idea, but maybe make it to where you can choose a single color to make the roads and ball? That would be amazing! And maybe even make your own sphere? Thx for your time guys(:  ')",4
362,"One complaint I would say would be that there's no way to get hero's that are good and that I don't have. Like I have 4 Aires, and no PD. I just want 1 Pumpkin duke. That my only complaint  "")",5
363,Its so easy to become addictive to the challenges. And that us what has happened..I enjoy it so much that I have been playing it for over four months nowÃ¢ï¿½Â¤  '),5
364,"I Absolutely love this game, it's my favorite! the cases are cool, the characters are Awesome, I just love it more than any other game I've played and I've played alot of games. It just needs one thing, more rewards!  Once in a while give us extra money, energy, clothes, etc, maybe a little package deal!!! And maybe my character could get a partner like she had in the first cases. That she could be friends with, maybe a love interest. That's all I could play this forever!!!!!  "")",5
365,"Love this app. Great to relax with. Satisfies my champagne taste n beer budget! Virtually designing my dream rooms is great retail therapy without going broke! However, it's Really Hard to make $ with this game. I win some great furniture, but never have any money to replace what's really necessary...like sofas! I have dining tables up the yazz...can we design some dining rooms/kitchens? I'd rather get less diamonds & get a daily allowance of cash. Can you remove that black frame around the rooms so we can see the whole room.  "")",5
366,"I wish there was more customization available in the game. It doesn\'t exactly feel like ""my"" garden, when everyone else has the same choices as me. And also there was a recent update for ""hard"" and ""super hard"" levels, and they really need to fix the way they classify these levels, because they\'re all the same. They just randomly throw the hard levels out whether it\'s actually hard or not. Other than that, I am very fond of the game and it\'s normally a very relaxing game to play.  ')",4
367,"Well I like the game. It's fun and it is really tempting to open a really good chest because you can get a legendary. I have minor inferno dragon lava hound mega knight sparky and lumberjack. For example pretend your friend says don't open that ledendary chest wait until tomorrow . You just gotta open it. And Supercell it would be nice if I could get night witch.  "")",5
368,"Ads are a bit annoying but it's a really fun game. Great for all ages, as well as on the go solo play if you have no connection to the internet.  "")",5
371,"Had to change my rating from five to four stars. The latest update is pretty broken on Pixel 2 XL. A lot of UI elements now overlap, making them unreadable. This would be more forgivable if it didn't affect game play elements. For example, on the championship screen the names of the fish on the top row are not visible. This is one of many elements that is no longer viewable after the update. Will change rating back to five stars when it's fixed because I really love this game.  "")",4
372,"I still love the game of poker and this app but it concerns me when you have run of solids winning (you think)hands but you seem to get beat on all of them hmmm?? Let's face it I run a business as well and we all need to make $$$ But that said still a well organized app ÄÅ¸âï¿½  "")",5
375,"I'm enjoying game lovely n cute animals .easy to play .  "")",5
376,"For all those who think there is too many advertisement in the game try playing it offline, because just because you are getting AD's while playing doesn't mean the game is bad even the developers need to earn something.Looking forward for the game to a bit more challenging.Thankyou  "")",5
378,"Take alot of time to refill lives, for sure 30 mins are alot of time per life. And sometimes u can play the fane without losing any upto the final step of winning a booster but u don't give me my boosters u fool me around. Change those areas  "")",4
382,"I loved flow free from a young age. I've played until 9Ãâ9 pack but when I reached a certain level,  the game stopped working after that and I've tried over and over again to go in but the game just keeps bring me back to the home screen and keeps stopping. Please fix it. I really want to play the remaining levels and packs  "")",5
384,"Hello Supercell. Everything is great. New updates magical items etc are very nice, but i m here to request the team about one thing that is GIVE GIANT CANON REASONABLE POWER. A lvl 7 GIANT CANON DECREASED 80% HP OF MY LVL 20 BATTLE MACHINE. AND SRSLY I M NOT KIDDING. PLS MAN.. ITS A LVL 20 BATTLE MACHINE. Give canon reasonable power. OTHERWISE EVERYTHING IS GREAT AS USUAL. HOPE U ALL WILL TAKE THIS INTO CONSIDERATION  ')",4
387,"Game is great. Fits all knowledge groups. There are answers I can get straight away, some a I need help by getting letters and others are just guesses or filling in blanks. Very well rounded to suit all  ')",4
389,"Really excellent game to start off with.  Have been playing for a while but whenever I go on to the app it asks to store media files on my phone.  I can't tell whether it is legitimate or not so I haven't been playing.  Can someone tell me if it's a real thing?  "")",4
390,"It's awesome very addictive, my game likes to freeze or glitch sometimes and I crash or die but it's a free game so not overly concerned about it. Overall great game when they game out with the sequel it addressed the main problem with this one mainly no other maps and you have to pay to get the female character  "")",5
392,"When I heard that this was out, I rushed to the Play Store, freed up my storage and installed this app. This is fantastic, as I had been craving for 2.1. I finally have a little sneak peek, althoughÃ¢â¬Â¦                                           A) No Spider in main levels (Challenge excused) B) AdsÃ¢â¬Â¦ugh                                                        C) No Account Loading (2.1 fixed)                                      D) Levels too easy and short                               ItÃ¢â¬â¢s still great!  ')",4
394,"It's amazing, addictive, and so much fun  "")",5
395,"Best bike rider game there is. No energy system so you can play as much as you want. Good payouts on wins and even on defeats. With a little grind,  all the bikes can be purchased without real money. No intrusive ads. Overall a fantastic effort by the devs.  ')",5
396,"This game is fantastic if you want to relax.  Everything in it is simple the controls the combat.  The controls can be a bit quirky at times, making it a bit hard to pull a U turn but other than that no complaints.  The price for assistants and their upgrades is very high making them seem more like  an incentive to by coins than a part of the game. That said the Assistants are not necessary to beat the game so I can't complain.  Also paying for no adds still allows for the timer resets with is amazing.  All in all I love this game and it will stay on my phone for a long time.  "")",5
397,"I like it a lot it\'s very addicting and the music is really nice and is sort of soothing I think. I makes you think and is fun and the colors are really pretty. The only thing I don\'t like is that no matter what world you are on, the shapes are exactly the same every single time. As in the shapes that you have to ""fit"" into each other. They never change. But besides that I really like this game.  ')",4
398,"My data was backed up in cloud... After few weeks am installed it nd sync it with cloud but my resourcees didn't came back.. I only got back the achievements... Plz fix it... I am playing this game for so many days  "")",5
402,"I would have given 5 stars i love the game i just get frustrated because when you go to the casino you NEVER win more then 15 gems and I've been playing this game for over a year now! Would be nice to win big gems in casino at least a few times a month.  "")",5
404,"Addictive and very fun for someone with OCD! Seriously!!! All the planning, organizing,  task prioritizing strategies.... I can't stop going back to collect money, switch completed tasks for new ones planned... ahhh! Caution: You may need medications to quit playing the game ever!  "")",5
406,"Smooth game. Plenty of fire ball options and endless level options but after every death you have to watch  15 second ad. EVERY DEATH. Which just spoils the experience and all. I understand ads but like after 3 deaths that's fine. But after every death and some are unskippable. So download of you have patience. It's worth it of you have time to spend  "")",4
407,"Not a bad farm game! I thought this was gonna be a harvest moon like game.. but either way its still good indie game to play. They arent greedy and very generous cause they told you incoming force ads beforehand and moreover rewards you with some golds!(Never seen any game i played have that). Lastly the gameplay, its addicting at the beginning but at mid game its kinda get tedious tbh. I mean what do you expect from indie games hahaha. Im looking forwards for the next farm game and have more contents to do or even online feature! Cheers ^^  ')",5
408,Download now!  '),5
409,"Wasn\'t sure about this game at first. I love it. I use a f2p  and a vip one  to see  the difference  between the two. Really well done. Having said all that the game does require patience. This is an IDLE game. You pick it up do dailies, talk, spend money, or what ever you want to do in game, then put it down to ""farm gold,xp,mats"". The high end heros do take some planning to aquire as a f2p player. This game requires patience because it\'s an IDLE game. Yes some people have a ton of money to throw at the game but don\'t be jealous, just play your game and have fun.  ')",5
411,"It's a pretty fun game but it takes some getting used to. I'd like to see an institutional mode to explain how to use power ups. The multiplayer is a race to sink your ball first which is kind of neat.  "")",4
413,"It's a great application  "")",5
414,The last few updates have made the game a whole lot better than when it first came out. No longer do I have to wait for several minutes only to be told that I cannot log in! Only thing I miss about the launch version is the distance indicator on the pokeradar.  '),4
415,"The game is fun and addictive I like that you can change and tune the suspension. But there needs to be more vehicles like some other Jeep's. Also you guys need to make the impossible arch trail in the woodlands a little bit better like more than just one line to get past at least the beginning  "")",4
416,What happens if BoomBit (Through the fog) and Cheetah Mobile (Dancing Line)? This happens! It was a great game! Loved the soundtracks And easy to achieve coins! But please add more levels. Oh I almost forgot. Please fix the hitboxes on walls because sometimes I fail even I did not touch any wall.(It is on the level The Beach I encountered the bug)  '),5
419,Well this game is very fun and you that person who said that the game was stupid because it kept freezing that is your stupid phone go get another one idiot  '),5
422,"I love this game but recently i just got the supposed ""big prize"" because i got the strong arm machine 5 days in a row and was really looking forward to it and i got a costume.  SERIOUSLY I DONT WANT A STUPID COSTUME I WANTMONEY. ON DAY 4 I GOT  A BETTER PRIZE THAN A COSTUME. I AM NOT HAPPY. But other  than that i really love this game. But please give me at least money next time please.  ')",4
425,"Not exactly ad free but you can at least skip them all pretty much immediately. Top Boredom buster, will tolerate the ads!  ')",4
427,"Best mobile MMO I have ever played. Works flawlessly on my S6. Not sure why other people have so many problems; it's worked perfect since day 1. Dungeons are fun and Clan interaction is great. Story and cutscenes are superb. Keeps you motivated. Plenty of free daily/week/month rewards for gear. Already have R grade weapons in the first week with the preregistrarion gifts. Would recommend to anyone who likes MMO or dungeon crawlers. Download it today you want be disappointed ^^  "")",5
429,Best puzzle game 2018  '),4
430,"Fantastically fun game! Easy controls are great, super clean graphics are very welcome, and all for the low price of free install!  My only issues against the game are minor. .When you first start playing a round, you automatically start moving. This forces me to start playing without a strategy. .When your trail is cut, I've seen other players survive by touching their base in a quick fashion, but I haven't been able to do that.  Overall, a stellar gaming experience, with minor inconveniences.  "")",5
431,"*Best Game Ever* This is a really awesome game and I love it. The only problem I have is that we have to pay for some stuff, and I get it, but if younger kids, let's say 4 year olds, play this game and they try to buy something, they would get in trouble but then, parents might set complaints. This is a little something to keep in the back of your head when you update the game or something. No hate please. Anyway, I love this game and it deserves a big applause. ÄÅ¸ËÅ   "")",5
433,"I like how I can give the guests disgusting drinks and food a see and hear their really funny reaction! Once I gave the girl a drink that had water,and all the spices and all of that, and she was like, the funniest reaction!ÄÅ¸Ëâ ÄÅ¸Ëâ  I also like how  there are different cooking supplies and spices and utensils! Keep up the good work! And make sure to make more today games free! Because then everyone will love you!  ')",5
434,"When I was quite young around 5 to 6 years old I used to play the orginal version,it used to be my favourate. And now even as I am only nine TEMPLE RUN2 has come to my life as an improved version of Temple run. I can say it is even better as we don't have to give money to reach the frozen  level or whatever it is called, and the greatest part of the game is that there are no ads at all (by that I mean there may be two or three but i am sure not more than that)and to anybody who wants to know this ,there are Prizes and spinning wheels. If you like this game you should definitely install TEMPLE RUN OZ. thankyou Plese like  "")",5
435,"Love it! ÄÅ¸ËÂ¸ Only thing I can complain about is: I used to always play music on my phone while playing ÄÅ¸ï¿½Â¶ (I've played for a long time, I think over 4 years now) and somewhere along the way, I wasn't able to listen to my music any longer while playing. ÄÅ¸ËÂ±I've went through several phones over time playing this game that also cannot do this, so I'm thinking maybe its not the phone and that an update kinda f'd it up, & I just really wish it would get fixed. ÄÅ¸ËÂ¥ÄÅ¸ââ That's why I'm writing this in hopes to get my music back while playing. ÄÅ¸ââ  (ÄÅ¸â¢ï¿½ & it would really save me the choice from playing music on my phone, OR playing this wonderful game that I love & am addicted toÃ¢Å¡\xa0Ã¯Â¸ï¿½) I seriously would be able to play MORE OFTEN!! TIAÄÅ¸ËÂ» ~long time loyal active playerÄÅ¸ËË  "")",4
438,"It's very fun to build things on this app  "")",5
439,"Great fun but needs more levels. I laughed when I saw a review made by an idiot because he said this was a copy of the Impossible Game LOL it's the other way around, dumbass.  "")",4
441,"So far, it's pretty easy... Granted I'm not very far into the game. There are ads after every question, if that bothers you. ÄÅ¸Â¤Â·  That said, I love this game. It's fun! If this says anything at all; I've been playing video games on my cell phone in one form or another since 2001. This is the first time I've EVER written a review! ÄÅ¸Ëï¿½  "")",4
443,"Great game, but the prices are ridiculous after the 4th level. Millions to buy a car hundreds of thousands of dollars just for upgrades. I mean the payouts are good, but not that good. Plus the sounds effects of the game over power the car, can't even hear it & make it to where you can sale a car if you don't need it or don't want it. Game could be so much better  "")",4
444,"A nice game. If you are fond of YouTube ads but ask for more, trivia crack is the right choice, you can watch all those ad videos. Its not the only trivia game in the market, its very easy to switch to another. But Im used to it.  Free spin should be selectable from settings, i dont want any free spins for example.  ')",4
446,Fun game but sound blasting on during adds makes it hard to play without disturbing ppl makes me not be able to play often. Cant catch the mute fast enough. Does even when sound on phone and game is muted  '),4
449,"This is so cool, Guess what! I just built a neighborhood myself! Cool right? My cousin told me about this amazing game , it's like Minecraft but see the differences between them . THIS IS SO COOL And AWESOME! I can't say more about this,but it's cool,try it!  "")",5
450,"The game itself is very amazing in graphics and very creative. BUT as for the VIP membership, it's totally absurd that we have to pay $9.99 plus taxes monthly. I would be fine with it if it was $9.99 a year. Hope that this will change some day. I love playing this game. I play this EVERYDAY, even more than any other games. Please consider about changing the membership fee to yearly rather than monthly.  "")",5
451,"I absolutely love this game. Been a fan of sims since I was 12 years old. I just have one note. I think the preteens should be able to date. Only thing they should be able to do is kiss, hug, hold hands, and go out on dates or hang out. NO SEX thoe. They game would be better if they let the preteens date. But overall this game is very addictive and just plain awesome. I would recommend  to any and everyone  ')",5
453,"The game is awesome, graphics on point and u can even change the view if you are bored.. this app is really lovely.  Lastly the levels are worth playing.. thumps up  ')",4
454,"For the true pj masks fans (3-5 year olds) this game is perfectly designed, fun, challenging but not to complex, well done, great game!  ')",5
456,"Usually i stop playing games like this after a week, but now two months in and i cant stop playing. I have gotten 3 stars everytime. Dont get me wrong, sometimes it is difficult, but thats why its fun.  ')",5
457,"This game is ok but very inaccurate so its actually quite amusing. This is so randomized cause i said same thing 3 times. TRUE:1/FALSE:2 and i also said "" This app is REALLY, REALLY REALLY BAD, NEVER PLAY IT! "" - True. Best thing ever....  ')",4
458,"I like the gameplay, it's full of action with some rpg aspects. Its fun to grind and there are ways of getting the payable  currency without actually buying it. The graphics are great for a mobile game and I don't usually run into performance issues. The only thing I would suggest is more control over the AI of your team. Like being able to give them a command to stay in one location and to focus on doing one thing  "")",5
460,I tried to swip the arrow in special missions to see what the event was ans it took 180 tokens instead those 2 items should not b so close for something that is free and something that takes a week at leat to acquire. Plus i never pay anything for my special mission im more concerned with the labs.  '),5
461,"Awesome game! I mostly love the adrenaline it gives me for finding clues very quickly. This game reminds me a bit like Carmen Sandiego. But, nothing is better than Carmen Sandiego Ã°Å¸â¢â  ')",5
462,"This game is really fun. I just love that playful yet sneaky little gopher. I like that their are daily games, bonus games and the main games. The only complaint I have is I wish the prices for coins, erasers, etc were a little lower.  ')",5
463,"Game is great, far too many ads, after each level AND major issues with the videos giving rewards. I watched 4 and only received 1 reward which makes the game unfair and not worth playing.  ')",4
464,"AMAZINGGG  OMG it's so good best game ever besides Roblox XDD  "")",5
466,Addictive as they want to get more and more new parts of lego in the game  '),5
469,Great game. But tripping about why the game needs permission to make phone calls.  '),5
470,"It's a really good game, but it should be more detailed, like, how long do power ups lasts. Not to mention how much power upgrades do the cars get. Getting experience points is decent, but diamonds is a rare drop. Getting diamonds is done through Jobs, but they take a while to load. Buying cars gets more and more expensive. You definitely need money to get through this game. It's a good game, but needs so form or umph.  "")",4
471,"Only been playing for a few days now, and so far, I love it! Forgot how fun Word Search puzzles can be, and to have it on my phone is priceless lol.. No complaints with the app so far. I will say though, maybe they should tweak it just a tad, instead of giving a hint only after a short moment, possibly creating 'the option' to have a hint may be a little better. Not a big deal to me. It truly is a great app, love the simplicity of the graphic design too. Glad I came across this game.  "")",5
472,Bonne continuation. Bravo pour le travail rÃÂ©alisÃÂ©  '),5
474,Fun game to play. I liked it better when it didnt have too many ads though one way to ruin a great game. I know you guys need to eat and pay bills too but can yall make the ads where its not every single time you die. Or add if you want more coins watch a video that way both parties win.  '),4
478,"I've had this app before on my IPhone. If you like a challenge and a puzzle then this is the app for you. It's hard and a lot more complicated then it looks. Good luck out there and try to not throw your phones at the wall out of frustration.  "")",5
479,"If there is something stupid in this game is it is the moontoon developers,  why?  If you will update a new hero or new rework,  you should make it 100% balanced and don't ******* rush it. Because, rushing it might affect the game experience of others not just me. Also divide the lobby like Reward section, game section,  friend section, shop section, etc because in newbies like me its not friendly and very stressful to find what I want. I know your professionals in game making but you must know how gamers like a game.  Stun just make our game experience lot more comfortable and better  "")",4
480,"1. If there is chance to see when we want to join in a guild we need to see the members in it and there names, 2. when I'm playing, when I want to invite a friend in a squad mode it is saying that the member is already in another team if there is a chance to see the team name even I could also like to join in that team.  Please do this, I want join in my friend team I want to know that in which team he is. 3. Sometimes it is lagging the game.  Thank you for giving me this opportunity, please do it as fast as, It's  my humble request.  "")",4
485,"I loved this game for 2 years. Then I upgraded my phone and the graphics are so much better and now I really really love this game. The addition of mayor's club last year made this game even more fun because it's that much easier to find something you need. You don't ever need to purchase anything unless you just want to splurge or have a quick advantage. You can find enough sim cash from just playing to save for cool buildings, but the best stuff you need platinum keys which cannot be bought anyway. That said, I've probably spent at least 75 dollars or so on stuff over the years, mostly seasonal decorations and I feel like I get way more than my money's worth of fun out of this game.  "")",5
486,"I love the app so much! Everything is so detailed and you never know what the ploys going to be. The only thing that i dislike is the amount of choices you have. But everything else is great. although I do wish that I could view the graphics since I don't have an allowance I can't buy passes ÄÅ¸ËÂ¢  Good Game Though! ~ Osami  "")",5
487,Great game! I always liked strategic war sims and this one is really addictive. I like the screen shaking when there are a lot of missiles making impact. The diplomacy and superweapons take a few games to really understand how to use them. The fog of war aspect is good too as it forces the player to use research. I have a couple more achievements to unlock and I will most likely purchase premium.  '),5
488,"I think it's amazing but it does have areas that do need some improvements or pointers though. I.e. stats on losses like you get on winning and 10% of the cash on each level when losing. And more limited time dicsount offers for the guitars, Etc  "")",5
490,A great Mario Clone.... Very close gameplay to the original. I love playing the game and have got very far through the levels but even tho I was signed in with Google account I lost my game progress after having to reset my phone. Am I missing something? Is there a way to get my progress back?  '),4
491,"This game is by far the BEST fighting game of all time for Android. I have tested and played alot of other video games, and nothing is compared to this one. One of the features that make the game unique is that it always has something new. Also of the best things that make it more fun is the feedback and the people who listen to it and respond. Which and AWESOME game. I would 100% download it.  ')",5
492,"Ok I'm keeping it at 5 stars because this game is amazing. But the issue I am having is with the latest in game update today. After it installed the load screen gets stuck at 100%. Now I am a programmer myself and know that there was a new software update on my phone that could be causing it to not load properly. Please fix this issue because I love this game and don't want to ha e to find another game!  "")",5
494,"Great game. Best for killing time. Great concept. Need to add a  counter for counting the number of people killed, otherwise awesome. Also there is not much incentive to play to win belts. Make playing with boss again free. Add new opponents (not bosses but the minions) . Make the game a little less challenging. Also remove the brief stun completely  ')",5
495,"Liking it so far. A solid game. Fun to play. Definitely F2P, no waiting for energy, can play all day for free if you choose to. Some P2W in the higher ranks, but not overwhelming in lower ones. (I'm in Gold League atm)NOTE: All of the in game purchases seem wildly over-priced for the casual player. Either spend nothing, or be prepared to spend hundreds. UPDATE: Going into the new year they are planning on making things more accessable for all players, not just big spenders. I am cautiously optimistic.  "")",5
498,"It's a good game. I enjoyed it very much but some time I bored from it. Say anything but I really liked it. You should also install it and enjoy the race with a colorful car.  "")",4
499,"I think it's great, there are just some annoying things. For example, those little munching demons shouldn't be able to eat your bomb the MOMENT it gets on the board. That's insanely unfair  "")",4
500,"great, all the way. keeps me occupied and distracted from negative situations. not many ads in the middle of the game which is awesome. 30 second ad between the free shuffle is worth watching so you get a perfect score. i am almost done with the whole game  ')",5
506,I think that u should definitely download this game. It is such a good game for when ur boerd. I check on my dragons all the time it is so awsome! I think that if ur the person who is checking over this game that u should definitely download it! My only complaint is that when I log into Facebook I am afraid that u will post stuff on my wall which I would not like. But plz this is a rlly good game keep up the good work!ÄÅ¸Ëï¿½  '),4
509,"The gameplay is unique and challenging and fun but this game feels like a demo as all the other game modes (PvP , co-op etc) are locked for free users. And you can't even use checkpoints without paying them( like SERIOUSLY?!) So once the game is over you have to start all over again if you are a free user. Apart from that this game definitely deserves a try from people looking for casual , relaxing yet challenging gameplay.  "")",4
510,"Ã¢Ëâ (*update* Love the new game graphivs, runs and is still a fun game 2 play 10 stars)Ã¢Ëâ   Awesome game. Find a alliance because it makes this already awesome game that much better. Still running good/smooth/updates. LOVE this game =)  ')",5
512,"Honestly I've had a ton of fun with this game. Some puzzles seem simple but still throw me off for awhile. Some are quick, and some take time (bypassed by changing phone time). They're all very clever and a new way to interact with a game  "")",5
515,"I think this game is fun also a good way to do if your boared but I don't like that there is only one way to get to the goal.  "")",5
516,I play everyday. Great graphics I loving being able to go through the eras. It does take some time to build up but once you get the hang of it you can get the right pieces to build faster. Its fun  '),5
518,after downloading 100s of games and them been very bad to use i finally found a game i like (this one) no adds during playing easy to function and very challenging after a few games! keep up the good work this game is the best ever im on level 60 now and it is getting i teresting!  '),5
520,"I love this app! It's sooo good. And its brilliant for when your bored. But its a little hard sometimes to go over the lines with our fingers as the lines are so thin. But overall I think it's a fantastic app!  "")",4
522,"Liked it, reinstalled it like a thousand times. Yet no SAVE BUTTON. Hello?? If you could please add the save link to Google play or plus it would be awesome. Its really irritating to start from the begining again and again. Would give a 5 if you could. Nice game.  ')",4
523,can u make it where we cold change our color to blue yellow or green instead of just red? ill rate 5 stars if u do  '),4
524,"The most amazing graphics and amazing adventures await you. The side games and bonuses are unlike any other. I'm always looking forward to the next adventure. You'll love it, I promise you. Most addicting game ever.    The only drawback for me personally is the daily review payouts. It is now constantly at 30X. It used to be consistently At 60X or 90X. But that can be fixed .  "")",5
