,review_comments,star_rating
261,"After paying for premium memberships the bugs are annoying because there is no way to get anything lost back. I've had many bugs but a staff responds in a timely manner and they try to address all problems. Overall it's a cool game  "")",1
262,"Would be a lot better if you didn't have to watch an ad video or force-close the app after every single game you play. Really annoying. Would've been a 5* rather than 3* if ads didn't cover the screen at every opportunity. Also, not the developers' fault as such but tbh it's not really suited to touchscreens. Would probably be really good on a phone with physical buttons though  "")",3
263,"Hi Niantic, what are you thinking! I'm out of pokeballs and I don't have any coins! Check my location, there's no gyms and no raid battles! I have only one pokestop to spin and I get only about 10 pokeballs everyday! How do I play? without anything except one pokestop! My Username is Noor00786123 in Pokemon trainer club! S**t! Add some! You f***!!! Then I'll put 5 stars.  "")",1
265,"Cool little Frogger-style game, with loads of wacky characters to collect. 2 things I don't really like: just a bit too many ads, although it is nice to be able to earn coins by watching them and there is no time limit; I wish multiplayer mode gave a way to earn coins as well. Otherwise, fun time-killer!  "")",3
266,I dont know about you guys but for me the last update of today didnt work :( ugh. The game is working so lagged and clunky. Feels horrible. It used to be such a wonderful game.  '),1
268,"Simple game laggy controls on the s8... quite boring and way too many adds after every single time you have to restart it's just ad after ad. Don't bother with the game you will get bored too quick and fall asleep. Even after upgrading it makes it harder and harder rather than a progression the further you go... uninstalled after 10 minutes.  "")",1
269,"I have a new phone and I am past level 50 I don't want to start the whole game again. I have seen a tutorial on YouTube of how to restore your account but that option is not on my phone maybe it is because I have an android? Please fix this problem as it took ages to get this far and I would not like to start again.  "")",3
272,"The game looks interesting, but when you've finished the tutorial you have to give permissions to Contacts (and then maybe other permissions), which is a big red flag for me. There is absolutely no reason ask for permissions like this just to sign up, with no way to proceed and gracefully opt-out!  Beware that by giving them the Contacts permission you are giving away other people's information, not just your own! 'Just say no' to invasive app permissions.  "")",1
275,The stories are great and with all the new added features like the ability to make your own story and create a profile. BUT its so hard to play any of it when you have to pay like 20 gems for tons of things. I dont have the kind of money to just buy a bunch of gems everyday. If you could either lower the price or give more gems out every chapter i can guarentee you your money will increase and so will the amount of people playing.  '),2
276,Very good game. Could use some work and all my holiday candy canes went away when I updated. And I lost my gold too. Can you roll that back? Ill rate higher if you are responsive and help my situation.  '),3
280,"I understand ads. And that\'s fine. But they pop up what seems like every other game round and you have to click the ""x"" twice to get back to game play. Will try similar app to see how ads are before deleting this one.  ')",3
281,"I know that I am using free version. It doesn't mean you will show add every time I got out. Uninstalled the app after using it for ~10 min  "")",1
282,"Only reason it is getting 2 stars is because of the ads and every game I play, it is begging me to rate it. So here is the stupid rating. Other than that, its a lot of fun  ')",2
283,"The best part of a game is the lore, authenticity, plot, quests and rewards not letting aside the humor. This game lacks a few key ingredients and the fact that just real life $ dictates your game play... totally makes it prone to fail. You deal with players who will get bored buying everything easy or players quitting because they don't want to spend real $ on a phone game with no lore, continuity or value per se.  "")",3
284,"You do the same thing every time plus it doesn't fit my headset  "")",1
285,"It's ok for a basic Sudoku app. The difficulty should be a little higher at the highest level. The number buttons are close enough together that I often hit the wrong mumbwr;this doesn't seem like a big problem, except when filling in pencil marks with the wrong number and not realizing it. This happens almost every game. Perhaps the most annoying part is that the between-game ads are videos with a lot of sound, even when the sound setting is turned off. If you're trying to play sudoku somewhere quiet, don't finish games.  "")",2
288,"Fun at first but it gets repetitive and the characters all share similar fight styles.  Gamaro,storm and black widow all the same, hulk colossus, rhino the same...would help to make all the characters a bit more unique.   Have to spend $$ to get 4 star+ players.  These new updates make you spend $$$ to compete, otherwise you hit a wall and stall out.  They need to be more rewarding with the good prizes and not make it so difficult that need spend $$$ for resources.  There has to be a better balance  ')",3
290,"So many aaaaaaaddddddssssssss!!!!!!! The game itself is super fun! But the amount of ads is ridiculous and effectively kills the enjoyment. Now every ad opens the play store regardless of if you watch the whole ad or hit the X to close it. This is the last straw. I'm rating one star until this gets fixed. Will give 5 stars when the ads no longer inhibit gameplay so severely.  "")",1
292,"Why does this game need to know my location, and access my phone's contacts and media files. Seems alittle sketchy to me. Game operates on the greedy main stream model of flaunting ads to the end user. Get some morals. Do not play or download!  "")",1
293,"Just go play in traffic, you'll have more fun and some how be more productive. I had an entire essay typed out but it decided to delete itself, so before I go KMS, save yourself the same fate and play literally any other Moba or anything for that matter. You're welcome, see you in the 7th circle of the Inferno.  "")",1
295,"It is considered cheating when you make us watch in-game video and don't send the item. Has happened on all occasions that I have tried. Developers r obviously dishonest.  "")",2
296,"Okay, so when you first play, it's fun. But unless you have 100K dollars to spend in this game, don't bother. Once your kindgom opens, people who've been playing for a year, and spend $30,000 a day, move to your world and kill everyone. Don't play this game unless you like being used and spit back out.  "")",1
298,"Every thing is awesome except the diamonds don't stretch out far at all. During game play it should cost less diamonds to pick a better/more appropriate response . I would and I bet other people would to, be more willing to purchase diamonds knowing they would last longer than just 2 special responses. And you should give more keys, it takes WAYYYY to long to finish a book. It's pretty frustrating.  "")",2
299,"I don't like this game at all because there is way too much lag and every time you die, there is always an ad. I really like this game though and I wish I could play it without the lag. It is also very addicting. If you fix any lag in this game and maybe get rid of most of the ads, I will rate this game 5 stars and I will re-download the game. Thank you for this awesome game though. Luv it!  "")",2
300,"For some reason, I can no longer play any games (started the problem from December 20. But before that, it was fine). After joining, the games seems to freeze on me (with me as the only player on the list). I tried everything: reinstall Roblox, play a different game, clear data/cache, force stop the app, and check my internet connection (I got good wifi signal). I can go and send a text, edit my avatar, and see who is online just fine...  ')",3
301,"I hated everything I didn't even download it because it is for everyone 10 and up and I'm only 8!Who ever made this you have to change this into a kids game!But I think it is a good game so I'm downloaing it right now! Ps:It is a good game keep making more games! Please  "")",1
302,"This game was perfect.  Very good graphics, love the characters, music, sound effects, animations/effects, and love the silliness.  Very good blast style game, but starting at level 500 and above the game has gotten very hard and forces you to use boosts to beat the levels.  I like games that are challenging and make you think, not games that get so frustrating that they are no longer fun.  I will be uninstalling.  ')",2
306,"Addictive game with stupid 72 hour level waits. That part is extremely annoying. Update. After moving to a new phone I'll give you one star. So I login with my user ID and all of my game progress is there. What's not there? ALL, EVERY, booster I ever won or accumulated. Why? Stick it where the sun doesn't shine. Buh-bye King.  "")",1
307,"Could be a great game if the controls were not so garbage. I have no idea how to do slight turns because if I try, my plane does a complete 180 into a trailing missle. Just make the controls more consistent  ')",2
308,"I mara it has a good concept and is pretty original, but there is just WAY to many adds. Every time I lose, it immediately goes to a 30 second add that you can't close out of. This is just stupid stupid, and I am probably goanna end up deleting the APP out of annoyance.  "")",3
312,"Its a lot of fin BUT there arw too many ads and you constantly ask me to eate the game and it get annoying along with rhe constant ""rate now?"" , ""rate now?"" But other than that , good game  ')",3
313,"The game is actually moderately enjoyable. The premise is fun, and it makes good sense. The 30 second unskippable ads make this literally unplayable. Could I buy the premium version? Sure. But I'm not going to pay for a game that I cannot play long enough to give you a truer account of how much I like it. I can only account for the few moments I was allowed to play between ads.  "")",2
315,"Okay.... so. I'm sorry to be so petty, but this is how I feel. The game is good. It's fun and easy to pick up. Now my problem. This game is a blatant ripoff of Word Cookies. Absolute definition of benchmarking, borderline plagiarism. If this game is made by the same group AS Word Cookies, I will edit my review to 5-stars. If this is a copycat, money-dash attempt, my rating will stay. And I see nothing of BitMango anywhere for this app. ÙüèÏÛª  "")",1
316,"To much adds.  Adds for stuff that people are playing will never use.  A constant add at the bottom of screen and fullscreen after each round worse than tv adds.  You Can spell words that don't count for anything.  I spelled 8 legitimate words with the letters given and nothing. Waste of time.  This game needs improved. must have been developed by a 4th grader with limited vocabulary.  "")",2
319,This game is good and all but... if you add to many one shot kills weapons.Its Quite hard people keep spammin the Anti champion rifle and cheaper than Anti hero rifle.It will destroy PIXEL GUN 3D players.SO PLS FIX THISÙüèÏå¢ youre making ur game worse than before.I MISS THE OLD PG3D!not this one.EVERYONE just play pixel strike 3D  '),2
324,"I have been playing this for years and love it. Bug fixes have helped a great deal. During the Christmas challenge I once again had the opportunity to get the Clauses. I\'ve had them several times and spent my hard earned gems for them. They disappear and it costs me again?? I didn\'t bite this year. I like the ""new"" daily challenges.  I know this is ad based game. Maybe you could talk to the Final Fantasy people about their incredibly lame and LONG ad.  ')",2
326,"Iconic game but current versions very buggy. Temporary blades disappear after a couple of hours instead of the 12 or 24 hours claimed, and at certain points, if you swipe on arcade it'll take you to classic.  "")",3
328,"Game doesn't make any sense, as you upgrade the blocks upgrade too. You can't make it any further the higher level you get than you could at lower levels. Kinda makes getting HP pointless, it's only gonna be the same game only faster. Good concept, horrible implementation.  "")",2
332,"Fun at first, incredible grind later on (cards, money, ability upgrade mats, etc). A lot of stuff doesn't scale with the level. Pay2win model to get cards (11âÂ for something eh, 42âÂ for the better popular heroes) - spending crystals for these packs instead of real money gives you a chance to get between 10-330 cards, but 90% of the time you're in the lower spectrum. Those that spent money are basically unbeatable due to their heroes' synergies.  No wonder it was made by EA.  "")",2
333,"Seems like a rigged game.. Notice how anyone well experienced and skilled has a winning percentage in the 50% range... after ranking 20-25 it gets to a point where no matter how skilled you are, the balls don't go as directed,  especially the cue spin... and you Lose. Tons of potted cues... basically wants you to buy coins vs truly winning them.  "")",2
334,"Please help: I absolutely love this game and have never put so much money into a game before, but I really need help with this ""Client and Server are Out of Sync"" error on my android device. I have tried to message via Facebook but haven\'t received a reply. Can you kindly assist me? My user ID is #2YJVPV092. I will gladly change to a 5 star after.  ')",1
335,"I love the game.  But, it seems I have to use gems to buy almost everything.  A character should not wear the same clothes for days just because I refuse to use my gems.   The free are OK, but that means I will only be able to play two episodes every day.  It kills the fun sometimes.    The purchase of gems and passes is took expensive too.   I want to be able to  dress up my characters at any time.  Please also try to create a closet where the characters can change their clothes at any time without having to buy it.   The game is interesting but seems it's for the rich alone  "")",3
338,"Like the game, but dislike how many ads there are and I can't find where I can turn them off.  "")",3
342,"Too many ads.  When they pop up DURING gameplay,  it ruins your play.  Give us a paid NO AD version  ')",2
343,"I have played this game for a while, it is addictive and fun, have met some really cool people on here, but I don't like how it's a pay to win game. I may not be staying on it much longer if things don't change on it. The chat you can't delete so when scrolling up it freezes my phone up, any packages you may want to buy are super expensive, and not worth it. Everything that could be fun costs real money which is making the game a lot less fun, you can't hatch chocobos, or level a new hero without spending money. Which is why I dropped my rating.  "")",3
344,All you can do is basically sit there and watch lines move! i mean cant you make it actually fun?  '),1
352,"The real issue with this game is while fun and challenging a block will always end up spawning that, unless you jump before its in frame, you die. I know this because ive even hit jump before it was in frame which shows in my screen recording and it still hit me. This completely removes the skill aspect and leaves progression up to random luck. So ill be uninstalling.  Shame cause it could be quite fun.  ')",2
355,I am not getting rewards after watching advertising videos. Especially after watching Honor mobile ad. This is cheating!!  '),2
356,"They have lost my account. 7 days later they still havn't recovered my account. Keep saying 1 more Sday. Say they won't refund the money I spent which is a considerable amount even if they can't recover my account. If they do recover my account they said I won't get compensation for the might I lost. Will probably reply here telling me to contact their enquire team. Don't this already and they are useless. Complete joke.  "")",1
357,"Fun until you think you can make it all the way through the levels. I was at a high percentage win rate, had all the balls, same clubs and levels as opponents, yet my ball just doesn't seem to fly the same or as far. I strongly feel the game curves a winner no matter what you do to force you to pay to play. I even went down several levels to keep playing and still was beat on things that made no sense. Fun for awhile, but don't waste your money  "")",1
358,"Nice stories, however the gems and keys are an issue. There needs to be at least five keys given after every hour that we wait. Or if I wait 5 hours, there needs to be 5 keys waiting on me when I open the app. Also if a story is NOT FINISHED, DO NOT PUT IT UP HERE FOR US TO READ. IT NEEDS TO BE FULLY COMPLETED! Stop making us spend money on keys and diamonds. Give us at least five diamonds per chapter. These changes need to be made or I will uninstall the app. Thank you  ')",3
