,review_comments,star_rating
423,"Overall, I love the game. The only thing wrong is that there's too many ads! I can't even go from menu to menu without an ad popping up. It's very irritating.  "")",3
424,"This is one of the most boring games ever!!ÄÅ¸ËÂ£ÄÅ¸ËÂ¤ÄÅ¸ËÂ¡ÄÅ¸Ë\xa0 I hate it so much every second and add comes up never download this game ever!! I have the REAL Minecraft it's WAY better than that rubbish game  "")",1
426,This latest update (installed 1/19/18) causes the app to shut down when I attempt to open a new 365 puzzle. Samsung Galaxy Tab S  '),2
428,The lag makes it verrrry unplayable. Over Wi-Fi with 100+ Mb/s and on mobile network. Been playing for many many months and it seems lately its been really laggy. I literally spent 10 min turning off Wi-Fi enabling trying to play and it lags sooo bad still. FIX THE LAG PLEEEEAASSSEEEE and ill re rate  '),2
432,"So much ads for a kids game it's ridiculous. My daughter can't play the game and have fun because of the ads. There's no way to get rid of them. Easily the worst app for a child  "")",1
436,"There are sometimes ads that can't be skipped and I have even had 3 of those play in between a turn. It completely spoils the game. Why would they have ads that make people not play it? That will lose advertisers eventually and it completely ruins the game itself. Would really like to see that corrected or offer a pay option to remove the ads. Fix this! Ads crash the game after every turn!  "")",1
437,"Love the game but all a sudden it's not working at all it just sits on the loading symbol. My symbolic and version on his phone isn't working either. I logged out then in and lost all my stars. Such a pity as I'm really enjoying it  "")",3
440,"Where's the COINS?  So, I asked the Cooking Craze support team and this was their response. They stopped dispensing coins if you didn't pass the level.  They are now going to allow spoons to be used in some cities to upgrade your restaurants... not a huge fan of the change, but oh well. It was fun while it lasted.  "")",1
442,"There's no depth perception at first you think the hammer or axe or whatever will hit in the middle but then it doesn't and then you have to pay attention the second time and then just guess where to hit it'd be more fun/easier if there was at least a line or some type of marker where the axe or hammer will hit if not then at least a shadow  "")",3
445,"Pretty fun but... Music clips are often played at wrong timing. Even if you pay you still get footer ads, not enough ways to earn turns. WAY too many ads in unpaid.  ')",3
447,"Ok. Hate the way you have to use stars to progress onwards. But one issue i came accross was golden egg 1 in the golden eggs episode. You must have changed something because its now impossible to complete! Also please bring the old power-up university levels back. And if you do, please dont get rid of the new ones. Pls address these issues i will rate 5 stars.  ')",3
448,"One word I can say about this game: Horrible. It doesn't even let me get in.  "")",1
452,I hate this game you can barely use it half of the stuff sont even work and its so boring you could find bette games with coco play  '),1
455,"Th graphics and sounds are good, but the physics and contols kinda suck. The customization is pretty limited, and theres no upgrading your cars. Just using these ""cards"" that are kinda hard to get to change the look of your car. I expected more from this game, it looks promising but falls short.  ')",3
459,"Was a good game until I was banned for no reason, I contacted support, they said the ban was an error on there part, but yet I still can't access my profile. They said they would fix it, but didn't uphold their word. I have continued to get my profile fixed for the last 2 weeks, but all I get is s bunch of hot smoke. Don't waste your time on this game. Support staff are nothing but liars who take your money.  "")",1
465,"A good sign of high intelligence would be to not pay for this.   On a tablet with a pen,  this probably works a little better but on a phone with 1 minute ads,   it's really frustrating.   Basically,  you find a solution and have to repeat it 30 times until the dull and unrealistic physics of this program finally accept it.  "")",2
467,"I really like the game and how it plays. Compared to other block puzzle games, it is superior. The huge problem is the game has started to repeatedly lock up and stop functioning. The lock-ups progressively get worse until there is no other option but to uninstall it and wipe all traces from the phone before reinstalling it. This is a new problem, so I think the software has a major glitch needing a fix.  ')",3
468,"Just like real slots you get to lose everything. So fun. However, even before I could win, on most hands, it would display that I had won something or triggered something. As if by some strange means someone had already decided if I had won or not.  ')",1
473,"Extremely boring game. Conceptors got terribly lazy copy/pasting the same mouth over and over. Almost insulting.  Don't waste your precious time with that app  "")",1
475,"Went from 5 stars to 3 for me. Love the game,but not so much after the update. It now costs me all 7 chalaces to play  only 1 level! Before update it was only one. So now you go from playing multiple levels in a game to only playing one level, two if your lucky in a single day. Since it takes seven hours to get 7 chalaces back. Sadly,this maybe be the reason I may uninstall. Don't see a point in a game in can play 1 level per day. Like the new update that doesn't allow for several merges. But really would like to see the other levels opened up now.  "")",3
476,This game starts ok but then ot gets to the point where you cant get sheilds and to have to keep restart is not fair at all and it cost to much to keep rebuild  '),3
477,"At first it's an entertaining game and then once you get into it you realize it's just another pay to advance at anything other than a snails pace. Upgraded everything to build stronger troops can't win battles.  Can't win battles can't get the gold needed for other upgrades. Seems like everyone is trying to keep up with COC and failing. This game has potential but all in all its a huge miss.  "")",1
481,"Short game searches with too many ads in between. It's so annoying..  "")",2
482,"After the upgrade my game has been replaced. I spent money and have now lost everything. It's outrageous that you spend money and don't know what you are buying! You end up with a lucky dip type outcome! Some things are way too hard to find and you need too many items to build certain things. Impossible to progress  "")",2
483,"It's okay. I've been trying to grind to get a nice ceramic pack to get a good car, but no luck. It's seeming like it's a P2W game nowadays, as all of the people who put money down are topping the leaderboards. If Hutch Games can fix the percentage of good cars for ceramic packs you'll be able to get I'll change my rating. Otherwise it'll stay like this. Hutch Games is after your money, people.  "")",3
484,"Some of the quests are extremely annoying since they are at the beginning of the game.  You build up a little money reserve and then lose it chasing quests. To unlock the 3rd slot you have to get 49 million in winnings.  Free spins are few and far between. I hope I like this app as I play it. Don't know if I have the patience to unlock all the slots.  "")",3
489,"Please fix bugs! This looked and sounded like a great game but it's very glitched!  "")",1
493,"I just don't like the fact that I spent real money buying a chest to just tell me when I was trying to open it that I need diamonds to open it and that s another 5 dollars worth of diamonds. What kind of joke is that? Get rid of that and get rid of the 2 types of diamonds there should be just one. Otherwise you're not going to have a lot of players since it's a lot of pay to win. I love everything else but that.  "")",1
496,"This game is very buggy - I recently lost my level 22 keep due to a glitch and am still waiting for an explanation for the devs... they should refund everyone's money until they can fix all the in game bugs.. complete ripoff..  "")",1
497,"I Would Give It Five Stars...but...you should make it customizable for the colors you want to cycle through as you stack higher. THIS GAME IS NOT COLOR BLIND FRIENDLY. Great Idea Though, Nice Hand Eye Coordination Exercise. (I see Black and White, so a monochrome setting would be nice. Other people see colors differently as well) Needs A Color Cycle Customizer, or a set of different options for each type of Color Blind. Thanks in advance  ')",3
501,"It's a fun little game at first, but has many, many flaws. You have to link it to your Facebook account if you wanna play all maps. There are way too many ads, they force you to buy their bikes which are ridiculously overpriced and overpowered, so you can't play multiplayer because people who bought those bikes will always beat you. That's just ridiculous. Not to mention it's very buggy. Sometimes you're racing someone who's in a completely different track than you. It used to be fun, now it's just stupid.  "")",1
502,"I love this game but I can't seem to get passed the title since the last update. After I click the screen to start it starts to connect/Load then just kicks me off the App. I tried redownloading it and Uninstall/Install but still the same outcome. I have a Samsung Galexy S7 Active please help.  "")",1
503,"Like it but TOO MANY ADDS every button click is another ad,advice play this on airplane mode -_- But then there the constant ""too hard watch an ad for"" hint things popping up  ')",3
504,"Good game, but nothing new, open cards and just repeats, played it longer and my bro and his massive ahead on cards front and got point were Cba to play now lost it fun  ')",3
505,"I don't know what has changed. Use to love this game-regular wins &  regular mini jackpots. If you spent a little here & there it would last. Cheap entertainment! Past couple of weeks it has been much harder to win & not even seeing other players get many mini-jackpots. If I wanted to spend a lot of $ on entertaiment, I'd go to a real casino. Please fix so I don't have to uninstall!  "")",3
507,"This game is simple. So simple that it is stupidly addictive at times when my mental and physical ability equates to a bowl of fruit. Nothing in this game brings me more satisfaction than the immensity of lag when bolts are caught in rapid bounce in a confined space. I say that with the utmost sincerity, no sarcasm at all. The lag is so intense, so joyful to watch. Please don't take it away from me. It is beautiful.  "")",3
508,"I moved to GoG from Kings of Avalon after they introduced banners because GoG was pretty new and KoA took a year to get banners. But within a month or so of this game being out they introduced banners here as well. These games are not for people that don't spend tons of money. They give you ZERO incentive to play if you don't spend money. All the developers care about are the people that spend money. I do not recommend getting this game if you don't want to spend money on a mobile game.  "")",1
511,"I really liked this game. The levels are very challenging and this game is addictive and fun. The only issue is that there are only 5 short lives  that when our lives ran out, we have to wait 18-19 minutes long to have 5 lives again. Of course, there are many hard levels in the game that keeps us dying and think a way to pass the level. So if possible, please shorten the time, like 5-7 minutes only and let us really enjoy the game. It's more even challenging and thrilling if there are many lives. And this game will be really perfect for us. Thank you.  "")",3
513,Great game just shoildnt make the quests so expensive to play.spend 100 times more than what the end pay gives you  '),2
514,"Game is fun until you get so far and can no longer upgrade to compete.  I have all stars in amateur league, yet on achievement rewards it shows I only have 1 star.  This is a problem to try to earn stars to purchase higher end cars, you can't without spending money.  Should be anle to earn all cars if you play regularly withput spending money.  "")",3
517,"In this game once you have all of the flips it gets really boring. Also there are way to many ad breaks. This game was really fun but now that it's newer it's boring. It lags to much and kicks me out. I give this 1 star  "")",1
519,"This game was AMAZING until this stupid update. Don't waste your time downloading. How you will complete a level with 14 bubbles to shot and all the new things you have to break to unchain bubbles is beyond me. UNINSTALLING IMMEDIATELY.  "")",1
521,"Now I remember why I deleted it after finishing Tier 5 the first time. Open 100's of boxes get one part for a car in my stable. Sell parts for peanuts, that would cost millions in game. Finish a race, back to the garage. It's fun for a while, but gets tedious grinding for money and hoping for fusion parts. It could be so much better with a few tweaks.  "")",3
528,"I got the game because my friend has an iphone and i really like it. I have and andriod and i got it and it has almost none of the new features that the iphone has. But please don't make it ios only because im only allowed to have an andriod. It os making me kind of dislike this game  "")",3
529,"I am fed up with buying and building rooms and seeing the word cancel when you click on them, when you click items on games and it has ""cancel"" it doesn\'t mean delete something but for some reason this one means to delete it?. Two times I have accidentally clicked on this and have lost all my money and your items don\'t even go into a storage place, it\'s honestly just waiting to gain 20k and just throwing it in the trash. I do enjoy the game and will say it\'s fun, but it\'s hard to enjoy a game when it\'s so easy to lose your money and things you buy.   Fix the word ""cancel"" to something more like ""delete item"".  ')",3
533,"I have had this game for a while now and really enjoyed playing it until recently.  They have these tournaments that you can play within the game and now they are simply not obtainable.  Short of spending hundreds of dollars, their points for upgrade ratio is way out of proportion.  Sometimes you even upgrade parts and it doesn't even give you a PR bump. Come on guys get back to making things within reach.  "")",2
534,"The game needs to have a way to stop relying on luck to Win. Single squares are so unreliable to place, they always screw everything up as they never land properly. Tower gets way too unstable for no reason to the point it's unplayable and you can't proceed without it chucking your block off the top.  "")",2
535,Only one word: boring. In one day I finished every single character.  '),1
536,I rated this game last week i thought it was good at first az i got  Generous amount of coins to play with then.. I put in alot of my own money and i win nothing now not even 5$!! Im giving this another few more days then im leaving! I really thought i had something good... Lol so thats why i gave it a few stars and thats it! I played a little more and i want to put a little more money into it but i dont like that you only get a little coins out of it! Im still not pleased  '),2
540,"Game freeze to much. Sometimes it automatically fold my cards.  8/10 In the middle game, I lose my chips when it either fold my cards or freezes.  ')",1
541,"It's a good game untill you get to level 11.. there is literally no profit to be made and can't progress, for example a locker will show around 800 and bidding will start at like 1200 and the computer will bid to about 2200 then turns out the locker is only worth 1400. Iv played like 30 rounds on level 11 and not 1 single locker has made a profit? Seriously? It's either not been made propely or it is fixed so you can't move on! Fix this issue or the game is not worth playing!!  "")",2
542,"Not a level playing field when against the programmed game characters. What's with having to collect more than twice what the characters do? Makes it boring because it is so unfair.  "")",3
543,"Really fun through LV22 or so, but let's face it. The game goes absolutely nowhere due to an economy that doesn't scale in advanced levels. Advancement slows to a crawl as weapon prices and xp soar while rewards and xp increments stay the same. Needs to fix advanced level scaling.  "")",2
546,"Very glitchy. Needs bugs worked out. It won't always pick up things or put them where they need to go to continue.  "")",2
547,"It's good but not what I would play on daily basis..... it's my opinion so don't get mad. The controls are OKAY and I think they add more stuff to the game, I don't have any ideas for it though. This game is great and in the people like it but for me I wouldn't play it all the time on a road trip. Keep up the good work though! ÄÅ¸Ëâ¬ÄÅ¸Ëâ¬ÄÅ¸Ëâ¬  "")",1
549,"Daughter's account was hacked and she lost everything. Read through the reviews yourself and you'll see that this is a very common occurrence. The Devs clearly aren't doing a good enough job securing their servers.  And to think we were about to buy a VIP account with her own money. Although she's learned a valuable and painful lesson, she won't be allowed to play this game anymore.  "")",1
550,"I thought the PVP was good until it stopped dropping different ships for me to pick up during the match. My opponents are still getting them at 1,500 points a ship so I'm getting smoked by people who i am way better than  "")",3
554,"There are lot of players uses cheat, it's so unfair to us that use technics.  In reply to the support which responded to my review, well I don't really know the name of them because I can't see really the name of the enemy basically. For example I already in the restricted area and then these people too but they are not dying. Whyyy??? They are in the restricted area too.  "")",2
555,"I used to love your app. It used to be a bit fairer with bonuses and payouts in general. But now, i win hardly a thing, and free spins??? When? I am sick of getting skun evey time I play. I gave 5 stars before, now I wouldn't give 1 star. Play like real casinos you say....rubbish. nothing like real ones. Sorry guys, @but you just take all the time. Don't waste your time with this app people.  "")",1
560,"Hands down the best social casino app. I've played pretty much all the different games there are. Big Fish Casino is fun if you win. Know when to walk away a winner. Plenty of freebies and bonuses are good. Meet and chat with people around the world. Download now and have a good time playing slots, blackjack, roulette, Texas holdem, burn 3 poker, or Big Fish Fields horse racing. Cheers!   Don't plan on winning.  "")",3
561,"The game just gets exponantially harder without any sense of progression and the worst prestige system ever. Didn't mind spending 2$ to remove overextensive AD use. They try to sell you lvl ups for base chest that are useless. You still need 256 boxes for the next building and 512 for the next evolution. Still grinding? To bad now its 1024 boxes  "")",2
563,"Been playing this on Facebook Messenger so thought I'd download to my Ellipsis 8. Your card apps work fine so why doesn't this one??? It it's very very slow. Pieces go down where I can't get them. No way to connect to Facebook. So this is pointless and uninstalling.  "")",3
564,"One of, if not the best, free mobile games out there. Visually enchanting, clean and simple gameplay, and tight controls. All ads are entirely voluntary and not at all necessary in order to progress or enjoy the rest of the game. The music and sound design are flawless. This is what mobile gaming should be.  Edit: I'm unfortunately forced to edit my review as I've upgraded to an LG V30 and the game now crashes regularly during gameplay. I hope a compatibility update is patched in soon or instructions given for improving reliability, as I really enjoy this game quite a lot.  "")",3
566,"It\'s a decent game, the graphics are good, but this is 100% a freemium game. Other games by this dev, ""modern strike online"" for example,  have this exact same mechanic. You can slave for hours to finally be able to get a ""better"" thing,  but then you just get destroyed by someone who Paid anyways. I waited for this to come out in my country, but I was sorely disappointed when I played it. If you are looking for a simulation game,  this isn\'t it.  If you are looking for something different than the normal  fps game, this isn\'t it. This is simply a repackaged version of modern strike online.  Save yourself some time, don\'t get this game.  ')",3
567,"Spent over ÃÂ£200 in game and no legendary pet or accessory. This game uses RNG and it's extremely low you can't advance past a certain level unless you spend lots of money and even then you have to be extremely lucky to get legendary pet or accessory. Guilds won't take you without legendary pet or accessory. Don't waste your time on this PAY 2 PLAY game  "")",1
569,"The website and the app both would not log in,  keeps saying minor server issues,  well,  it's been 3 days,  what do you call minor?  I don't even know how the app is,  after online registration,  and of course among me to deposit money ( which I was smart enough not to do)  it never logged in again....  "")",1
570,Waiting to unlock slots sucks  '),3
571,"What very few people know is there's multiple players on one machine. If one person jackpots everyone else is screwed. It will drop in half while you're playing and you'll lose your rear if you're not paying attention. I'll also go as far to say if it wasn't for gifting this game wouldn't exist, it sucks.  "")",1
575,"It's a great time killer! My only niche is that once you get into the bamillions it makes it tough to get any further. I traded bots for 10x global profits and i went from like 8.3 bamillion to 8.9.. how is that Ãâ10?  "")",3
578,"ood but what's the point? Good gameplay. Good graphics. Quicker than actual monopoly to play... However there is no incentive to win... No leader board, no win lose stats, no rewards, no unlockables... Nothing. So who cares if you come second third or fourth (that's just a loss) ... It should have win 25 games and unlock a different board or background or dice... The game would be worth 5 stars if it gave you reason to play.  "")",3
580,Hate this game.....so many ads...if you people were to earn from ads so open up an advertisement company why make this game....purely hated it and going to uninstall it because of this...  '),1
581,"It had great graphics and all, but... A. There were WAY too many adds B. It would not get rid of the screen when I clicked the notification so I practically had restart my phone to get it to go away.  ')",3
585,"The game art style looks cool and that's the reason why I downloaded it in the first place. Unfortunately on the newest release of Android it only black screens and doesn't load in the slightest.  "")",2
588,"I give it one star across the board for one reason only: in the last week I've seen ads from Buzzfeed while playing this game that are definitely NOT suitable for children. This game is suitable for all ages. The ads should be too. My younger children are no longer allowed to play it. Remove those adult ads and my rating goes back up to 5 stars.  "")",1
592,Front facing camera detection is broken in android Samsung s7. Add deck preview so you get an idea what is in it before you buy. Filled up my gallery with screenshots of the card deck covers - rubbish spammy design. The iOS version is such much better.  '),1
595,I like the pvp and ranking system. However i dont think we should have to wait to unlock chests that we win from games. Id rather the hero shards drop down to one or two instead of having to wait 3 hours to unlock a chest.  Also please add custom character creation  '),3
598,"It\'s OK. One thing I don\'t get is I have Curry who is rated 99 from 3. For whatever reason the guy guarding me is a good 4 feet away when I shoot. The closing speed is crazy and I will often get ""shot challenged"" or ""guarded tightly"". Why when they are so far away not sure and the fact that he has a 99 rating from 3 you would think it\'s automatic. Just make it a little more realistic please.  ')",2
599,"This game used to be the best I've ever seen, until the most recent update.. Now, they've destroyed the drop rates for any decent parts, added a new battle mode that makes very little sense and is mostly pointless.  Most of these new additions, I'm only guessing, or an attempt to get players to spend more.  Again, this used to be my favorite game, until the most recent update, and pretty much everyone I know that used to play this, does not anymore.. Please bring back the old version!  This review will go right back to 5 stars  "")",2
602,"FALSE ADVERTISING!! ÄÅ¸ËÂ¡ÄÅ¸Ë\xa0 I want to play the game that I saw, not another anagram game. Where is that game? I gave 2 stars because for these types of games, it is pretty and the controls we're easy to use, but I'm uninstalling because I've already got a hundred games like this. I really DO want that other game, though! ÄÅ¸Ë\xa0  "")",2
607,"Great game overall, definitely worth the price. The only issue I have is that the game lags on the Galaxy Note 8.  Edit: Lowered score due to update making the game almost unplayable, the lag is insane.  ')",3
608,The developers have done what they can to compensate players for the server crashes. many new innovations have been put into the game. we wait to see if the kvk works tommorrow as this has been a major problem  '),3
609,WAY to many adds. I am sorry but 10 in less than 5 min? Really! Its too bad too. Its fun but i am uninstalling it. Takes up too much data to play a game for a breif time and watch like 10+ ads.....  '),3
611,"I certainly understand the need to make money from your userbase. But I think you'll find you'll make more money overall if you cut the ads back to one ad ever 5 deaths or so, as your userbase (your revenue generators) will actually be inclined to play more and will be far less likely to uninstall the game out of the  frustration of learning the game and dying in the first 20 seconds of game play then being forced to watch a 30 second ad  "")",2
614,"Its very upsetting that I can't buy combat (smax) power 60,0000 for permanent use when I have collected so much gold for it! The ads are ridiculous! So please explain how I get smax power???? As I want to boost my pirate king ship which I also purchased with real cash!!! Google play card.  "")",3
615,"Constant constant crashes. Purchashed coins to finish a level, game crashed immediately, so took my money but had to restart the level. Since new update, I have replayed levels to get a higher score and it won't even update my star rating. The game is extremely slow to launch and load. Just constant bugs. Very annoying. I love playing the game when it works, but the repeated and frequent crashes make the game not enjoyable to play regularly.  "")",1
616,"This game has potential to be fun but it's completely ruined because IT'S COMPLETELY PAY-TO-WIN which sucked the fun out of the game that I quit. Don't get me wrong, Final Fantasy is highly respected RPG franchise because it's full of great games in the series. But no this one.  However, I might come back if the game developers make it not as pay-to-win as it is now. Right now, it's a complete money bucket!  "")",2
620,"I love this game! I play it everyday. But there are a few things I don't care for, like why am I working on a garden when this is homescapes. If I wanted to work on a garden I would download gardenscapes. I get the outside matters but there's a whole house to redo and you don't receive many stars. I only have the downstairs done and it moved to outside. Im on level 286 and only have three rooms done! That's crazy! Getting board about to deleted  "")",3
622,"The main game is fun and easy to play. No need to pay for anything, but the events are completely different! If you expect to get a special character for the main game be prepared to spend at least $50 each weekly event. This is the greasiest pos available in the app store. Nice reply. I've been reading on strategies and using guides released for each event on the best way to progress and though completely accurate I've yet to see a single person win.  "")",1
624,Hi. The reason why I dislike it because it have the zombie advertisement. My kid was playing with the game then after that she saw the advertisement. She could not sleep the whole night and I had to take leave to accompany her. Please remove the app asap  '),2
626,"I love the game. I just don't like the fact you cannot sync your progress. I had plenty keys, boards, coins, and characters but my 5 yr old deleted the game and I lost ever thing. Now I have to start all over.  "")",3
627,"DO NOT WASTE YOUR MONEY ON THIS GAME Loved the game between the stupidly long adds between near enough every level! Ended up buying the game. Even after buying, if you accidentally click the gift box you still have to watch a 30 second add! Plus the game no longer even opens for me, tried restarting my device and uninstall/reinstall but still no luck  ')",1
630,"Awesome Game. Been playing for a while, and just downloaded again and got back in to it.  I beat the first few levels, but I get ads mid level.  This basically means dying and having to restart.  It's obnoxious,  and gave lost many times to it.  "")",3
634,"The game is really fun and competative, but the amount of bloody ads is rediculas. Every time u die u end up watching an ad, and sometime it gets really fustrating I usually end up turning off wifi. I get that this might be the only way how u get money. For the people playing the game I think its best if u had an ad between 5 deaths. Other than love every thing about it. And the second chance thing is BS.  ')",3
635,"Like most people, after their ""update"" I lost my account. This is the third time they change the name of the game and restart everything. After all these complaints they will probably do the same thing again. Be very careful with a holes like these they\'re scammers pure and simple. Do not fall for it.  ')",1
637,I would give 5 stars but too many ads and nothing really going for it  '),1
638,"Garden Safari is frustrating and incredibly unenjoyable. The second half began, and it was already impossible to catch enough butterflies to complete the tasks. Now the new butterflies can only be caught using Lloid and 10 tickets. My winter butterfly catch rate is ONE OUT OF TEN. My golden winter butterfly catch rate is ZERO. The only one I have is because I spent ten tickets to capture it. This is RIDICULOUSLY disappointing and feels like a scam.  ')",1
640,"My game worked fine last night. Played until I went to bed at 1am. This morning it won't work at all. Can't get past 42% on the loading screen, even after the update.  "")",1
641,"Wish there was a way to get diamonds without paying for them. Can't really make the choices I really want to half the time  "")",3
645,Very very very and very poor upgrade.. hv changed all the view and standing positions in sniper arena.... Very bad.. previous version was tooo gud.. much much much btr than this one... Thts the only reason m giving u 1 star and now going to uninstall the game.. u hv ruined all my feel... Thank u so much..  '),1
649,"Basically you same m9del of games like game of war and others. Don't waste your time. Companies make these games for one thing money. If it was fair you would be able to cash gold  in for cash. Don't waste your time and money. Unless you want to play a  Nother money pit game  "")",3
651,I would gave 5 stars but advertisements Sucks. That just pissed me of  '),3
652,Too many ads plus its deaigned to get you invested with easier puzzles and then make them next to impossible unless you use gems.  Guess how you get gems: by watching more ads or spending money.  Otherwise good game.  Haha.  '),2
654,"I like interactive stories and some of these are cool. A bit more personalization and less predictability would be nice, but I enjoy the stories. I dislike that many of the choices you have to pay for but it IS a business so I understand. It's just that other story apps weren't like this. Then again, said apps weren't as attractive as these. You can tell a lot of work goes into them visually speaking and in the programming. The stories could get better though.  "")",3
655,Grqphics and controls are good. But its not compeditive or even challenging. And the spins a little off deflections non existant and at the distance and pull back i did one shot should of been a perfect stop shot. In this i draw back like half the table lol.   Been playing pool for many years and have a good stroke with a nice cue action. But wont be playing this. Its probably better suited to help begginers learn some basics behind spin and thats about it. And even then the drills are so repeditive i feel thered be little point  '),2
662,"My Top game for the past 3 years now, but I'm slowly starting to loose interest.   Doesn't matter how long a player have been playing any P2P player can overtake you in no time.   More F2P features needs to be introduced. Like conversion of manna and gold into gems, shards etc. Something more useful!.   I'm a top level player and soon all my buildings are going to be maxxed out, leaving my manna and gold wasted.  IGG needs to introduce more reasons for pharm for gold and manna apart from upgrading buildings and heroes.  "")",3
668,Great game can see myself playing for long hours but it is buggy as hell. Keep crashing when i get rewards. Like fix this.  '),2
669,"Ads are bad enough but when they aren't checked it's bad. Now there's a stupid ad that sounds an alarm and tells you the phone has 4 virus', which panicked my daughter and made her press it. Took her to an app and recommends you to download it. Vet your ads or lose customers  "")",2
670,TOTY event is nonsense. Who plays the game every 4 hours to win one point. And after winning severl games again Toty points are required to get the player.  Even the devs of this game will not do this. This is so very disappointing task.  Are you going to continue arranging such events if yes than let me known. I will stop playing this game rather uninstall it. Because have highlighted this same issue for frozen event and even than the same is being repeated again.  '),1
672,Gives me a refresher course of poker  '),3
673,"Dont waste your time or phone space on this app. The first time I opened it, the app froze my phone and gave a message saying they were having technical issues and to try back later. Smh  ')",1
674,"The game itself is enjoyable and the controls are quite simple. Very intuitive. But Jesus Christ on a frosty log, the ads are way to much. After every round, ad, want your prize? Ad. Wanna do anything in the game? Enjoy the ad. Jesus guys, I don't mind ads and I understand that's how you make money, but you shouldn't have to watch an ad to get your prize for winning... Come on.  "")",3
678,"It was fun until someone came up with the ""Legends Arena""! You get stuck playing in the Legends Arena until the updates... every 2 weeks.  Mistake! The game went from fun to just plain stupid... after 8 months of game play and level 1640+, gonna delete.  ')",2
680,"These guys are Masters of the ""just one more move"" board manipulation. With millions of people playing, you can see how even a 99 cent purchase can boost their bottom line. Otherwise the game is addictive and fun.  Just try to keep away from the purchases because before you know it you will end up dropping 20 -30 bucks a month on this game.  ')",3
681,"It doesn't let me to connect to my previous account and also it does have only one mode nowdays.. clearly disappointed seeing this at present.. i used to enjoy playing this game in previous times.. but but but...  "")",3
683,"At first the game was pretty fun. A good time waster if you're into that, but getting hit with ads every time I hit a button? It was fine for getting double rewards, or free boosters, or even when you hit a prestige.  However, I JUST loaded it up before putting this review and was hit with literally EIGHT ADS back to back before I closed the game.   It's not the first time it's happened over the last week and I'm about to delete the game of it happens again.  "")",2
685,"They have way too much going on in this game. It's far from the classic game of Yahtzee with bonus rolls, turn restarts, invite friends for more diamonds, all this stuff. It's way too busy. I would pay to just have a clean and simple interface to play a normal game of Yahtzee with my friends without all of these power ups and social shares.  "")",2
687,"I HATE the music and sounds but I love the game. I have to keep my volume off when I play. I like music when I play the games but the music on this game sounds eerie, creepy and makes me anxious and uncomfortable. It would be 5 stars if the music and sounds were different and more relaxing  ')",3
688,THIS GAME RELEASED FOR MANY YEARS AGO AND THEY STILL HAVNT FIXED THE TIME LIMIT LOSS BUG. I CANT PLAY PVP AT ALL! WASTED MY MONEY TO BUY BOOSTER PACK. REALLY A WASTE OF TIME PLAYING. YOU U CAN JUST CONTINUE TO PLY THE GAME BUT DONT INVEST ANY MONEY ON IT AS U WILL ALWAYS LOSE TO DISCONNECTION!  '),1
692,"This is really hard. I can't buy the full game as I am only 9, but I think I am missing out on a lot. Please add check points to normal mode as some levels are basically impossible  "")",3
694,"Don't get this app. It is so laggy it is barely playable. Instead of there being a part 70 to 100% chance of getting a new prize, with the new update it became 15% to 30% for a new one. Change the prize chances, and improve lag or I will uninstall and you will stop getting ad revenue from me because of all the ads this game made me watch.  "")",1
698,"I think that it shouldn't have a G rating because if you accidentally crashed and flipped in the jeep you can see and hear a neck breaking and that's  because there is no roof. The good side is the graphics are good and I like the sound of the upgraded engine after a high enough rev.  "")",2
699,"Fix the skiing control,  it's like it stop responding after a while. The plane level feels like it could do better,  every thing else is a'ight.  "")",3
701,"First of all, the piano keys dont match the beat. It then goes slow and messesyou up plus the beat. This is just some rip-off of the original PIANO TILES 2 I was hoping for a good game. But that won't be happening with this app.  DONT DOWNLOAD!!!  "")",2
702,"Game is OK but getting gems is insanely difficult...This game just wants our money to be spent on gems. Even you've crossed 100 Million mark now atleast you should be lineant in terms of providing gems easily to people.  "")",2
704,"I enjoyed this game and completing the tasks but watching ads would usually give you extra jewels -can watch about 5 a day, and get 5 jewels per ad, along with 5 food. Recently the jewels have stopped being rewarded meaning it takes longer to complete tasks and it's less fun. Have emailed support but they said it's not their issue to fix  "")",2
705,"Complete rip off of COLOR SWITCH (the original)it sucks! Try COLOR SWITCH instead that game is way better. Also too many adds. I tried it once and I died after I got to 50. Then an add poped up so I got rid of it. Then  another one poped up, then another, then another. I had to close the game... Last thing don't name it switch color in the store and then change it to color infininity in the game it confused me.  "")",1
706,Love playing this game...very addictive! I would rate it 5* if there was a reason for why you level up and why you keep spinning for little lightening bolts when you do level up  as once you have bought the small amount on offer they are no longer needed. Add more things to buy and give the game a reason for levelling up ÄÅ¸Â¤ËÄÅ¸ï¿½Â¼  '),3
710,"Fun game but customer service is horrible,they will lie and steal your money then ban your acount.Do not spend a penny on this game unless you like being ripped off.  ')",1
711,"It worked for few days. Then the problem started. They offered to double the money by watching the video. But instead the money got deducted. Very bad game. And please don't play it's multiplayer mode. It's disgusting. Uninstalled.  "")",2
715,"This is somewhat of a fun game but there are issues with it. 1st the controls suck sometimes they work sometimes they dont. 2nd when your doing a timed trail run your truck power and speed is cut in half. 3rd during a timed trail run the steering doesn't work and the handling and response is completely different than it is in free roam. The game is designed this way so you can't progress through the game without buy gold with a credit card. I would not recommend this game to anyone!  "")",3
